"id","#Organism/Name","Strain","Size (Mb)","TotalScore","SequenceScore","Phylogroup","Bioproject","Biosample","Pasteur_MLST","Achtman_MLST","Patric_Serovar","Patric_Pathovar","Patric_MLST","Patric_Other_Typing","Patric_Publication","Patric_Sequencing_Centers","Patric_Sequencing_Platform","Patric_Sequencing_Depth","Patric_Assembly_Method","Patric_Isolation_Source","Patric_Isolation_Comments","Patric_Isolation_Country","Patric_Collection_Date","Patric_Geographic_Location","Patric_Host_Name","Patric_Host_Health","Patric_Disease","Patric_Body_Sample_Site","Patric_Other_Clinical","PCR_Products","Quadruplex","Clermont_Specific","PCR_Phylogroup","Mash_dist_Phylogroup","Mash_screen_Phylogroup","Abram_Concat_Phylogroup","Boolean_Mash_screen_Mash_dist","Boolean_Abram_Phylogroup_PCR_Phylogroup","Boolean_Abram_Phylogroup_Mash_screen","Boolean_Abram_Phylogroup_Mash_dist","Boolean_PCR_Phylogroup_Mash_screen","Boolean_PCR_Phylogroup_Mash_dist"
"GCA_001277675.1","Escherichia coli","100269_aEPEC","5.10928","0.95","0.79","C","PRJEB2827","SAMEA1466134","-","5426",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","C","True","False","False","False","True","True"
"GCA_001283725.1","Escherichia coli","201214_aEPEC","5.09889","0.94","0.77","C","PRJEB2827","SAMEA1466178","-","5426",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","C","True","False","False","False","True","True"
"GCA_000703425.1","Escherichia coli 2-177-06_S1_C1","2-177-06_S1_C1","5.236669999999998","0.89","0.75","B1","PRJNA233697","SAMN02680179","-","5257",,,"MLST.Escherichia_coli_1.5257",,"-","IGS","Illumina","118.52x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000687085.1","Escherichia coli 2-052-05_S1_C1","2-052-05_S1_C1","5.27034","0.92","0.77","B1","PRJNA233695","SAMN02680211","-","5257",,,"MLST.Escherichia_coli_1.5257",,"-","IGS","Illumina","154.5x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000627835.1","Escherichia coli 2-005-03_S1_C1","2-005-03_S1_C1","5.2533","0.92","0.77","B1","PRJNA233693","SAMN02680248","-","5257",,,"MLST.Escherichia_coli_1.5257",,"-","IGS","Illumina","118.89x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000627925.1","Escherichia coli 2-005-03_S1_C3","2-005-03_S1_C3","5.2719","0.92","0.76","B1","PRJNA233749","SAMN02680169","-","5257",,,"MLST.Escherichia_coli_1.5257",,"-","IGS","Illumina","135.35x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000703705.1","Escherichia coli 2-177-06_S1_C2","2-177-06_S1_C2","5.29213","0.92","0.79","B1","PRJNA233725","SAMN02687471","-","5257",,,"MLST.Escherichia_coli_1.5257",,"-","IGS","Illumina","78.85x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000700565.1","Escherichia coli 2-052-05_S1_C3","2-052-05_S1_C3","5.23116","0.92","0.78","B1","PRJNA233751","SAMN02680244","-","5257",,,"MLST.Escherichia_coli_1.5257",,"-","IGS","Illumina","78.89x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000703685.1","Escherichia coli 2-177-06_S1_C3","2-177-06_S1_C3","5.23286","0.87","0.78","B1","PRJNA233753","SAMN02680242","-","5257",,,"MLST.Escherichia_coli_1.5257",,"-","IGS","Illumina","79.5x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000627985.1","Escherichia coli 2-005-03_S1_C2","2-005-03_S1_C2","5.2588","0.89","0.77","B1","PRJNA233721","SAMN02680149","-","5257",,,"MLST.Escherichia_coli_1.5257",,"-","IGS","Illumina","137.85x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002206845.1","Escherichia coli","E2348","5.05274","0.88","0.7","B1","PRJEB2581","SAMEA1031313","-","5795","ON4",,"MLST.Escherichia_coli_1.5795",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces","isolated between 1980 and 2011 identified globally distributed lineages characterized by distinct colonization factor and enterotoxin profiles","Bolivia","2007","Bolivia","Human, Homo sapiens",,,,"host_health_state:Diseased","trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002206925.1","Escherichia coli","E1526","4.92086","0.95","0.82","B1","PRJEB2796","SAMEA1317733","7","23","ON5",,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces",,"Argentina","1989","Argentina","Human, Homo sapiens",,,,"host_health_state:Diseased","ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002207145.1","Escherichia coli","E1674","4.92358","0.97","0.87","B1","PRJEB2796","SAMEA1317762","7","23","ON5",,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces",,"Indonesia","1990","Indonesia","Human, Homo sapiens",,,,"host_health_state:Diseased","ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002207485.1","Escherichia coli","E1623","5.00053","0.95","0.81","B1","PRJEB2796","SAMEA1317854","7","23","ON5",,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces",,"Indonesia","1990","Indonesia","Human, Homo sapiens",,,,"host_health_state:Diseased","ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002207285.1","Escherichia coli","E1637","4.9831400000000015","0.97","0.88","B1","PRJEB2796","SAMEA1317810","7","23","ON5",,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces",,"Indonesia","1990","Indonesia","Human, Homo sapiens",,,,"host_health_state:Diseased","ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002233495.1","Escherichia coli","MOD1-EC5020","5.25292","0.91","0.75","B1","PRJNA230969","SAMN04279348","7","6558",,,"MLST.Escherichia_coli_1.6558,MLST.Escherichia_coli_2.7",,,"FDA/CFSAN","Illumina NextSeq 500","24.6x","SPAdes v. 3.8.2","Feces",,"United States","7-Mar-72","USA:PA","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002521225.1","Escherichia coli","MOD1-EC6763","5.27979","0.92","0.68","B1","PRJNA230969","SAMN04992594","-","652",,,"MLST.Escherichia_coli_1.652,MLST.Escherichia_coli_2.69",,,"FDA/CFSAN","Illumina NextSeq 500","29.7x","SPAdes v. 3.8.2","intestine",,"Zambia","10-Feb-94","Zambia","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002207545.1","Escherichia coli","E1102","5.17541","0.92","0.77","B1","PRJEB2796","SAMEA1317881",,,"ON5",,"MLST.Escherichia_coli_1.88",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces",,"Egypt","2000","Egypt","Human, Homo sapiens",,,,"host_health_state:Carriage","ybgD, trpA, trpBA, yjaA, arpA, ArpAgpE, trpAgpC","+, -, +, -","ArpAgpE,trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000355115.2","Escherichia coli ThroopD","ThroopD","5.4192300000000015","0.98","0.93","B1","PRJNA77237","SAMN00829549","-","5392","063:NM",,"MLST.Escherichia_coli_1.5392",,,"IGS","Illumina and 454","56.49x","Celera Assembler v. 7.0","stool","36 year old female with severe cholera-like disease, hypovolemic shock, diarrhea in excess of 50 liters over 3 days; isolate obtained from ""rice-water"" stool","United States","1973","USA:Dallas","Human, Homo sapiens","Hospitalized patient with severe cholera-like disease","Cholera-like disease;Hypovolemic shock;Diarrhea",,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002462765.1","Escherichia coli","MOD1-EC318","5.05781","0.89","0.67","B1","PRJNA230969","SAMN05591504","-","5392",,,"MLST.Escherichia_coli_1.5392",,,"FDA/CFSAN","Illumina NextSeq 500","60.2x","SPAdes v. 3.8.2",,,"Brazil","2016","Brazil",,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_900042795.1","Escherichia coli","F1L3","5.252759999999999","0.91","0.85","B1","PRJEB12589","SAMEA3861667","7","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_900042785.1","Escherichia coli","F1L4","5.24489","0.89","0.85","B1","PRJEB12590","SAMEA3861668","7","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001616105.1","Escherichia coli","swine55","5.15864","0.8","0.82","B1","PRJNA307142","SAMN04376793","7","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002463885.1","Escherichia coli","MOD1-EC5067","5.5849699999999975","0.9","0.61","B1","PRJNA230969","SAMN04279404","7","23",,,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,,"FDA/CFSAN","Illumina NextSeq 500","106.2x","SPAdes v. 3.8.2","ileum",,"United States","10/31/03","USA: IA","Pig, Sus scrofa",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002442095.1","Escherichia coli","30_Esco_HA-NL","4.97157","0.86","0.85","B1","PRJNA352198","SAMN05977353","7","410",,,"MLST.Escherichia_coli_1.410,MLST.Escherichia_coli_2.7",,"29051750","University Medical Center Groningen","Illumina MiSeq","84.0x","CLC NGS Cell v. 9.0.1","rectal swab",,"Netherlands","2012","Netherlands","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002465405.1","Escherichia coli","MOD1-EC704","4.82342","0.95","0.79","B1","PRJNA230969","SAMN05591525","7","410","O8:K44:H9",,"MLST.Escherichia_coli_1.410,MLST.Escherichia_coli_2.7",,,"FDA/CFSAN","Illumina NextSeq 500","36.6x","SPAdes v. 3.8.2","blood",,"United States","1985","USA: WA","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002166535.1","Escherichia coli","41.4p","4.78062","0.88","0.71","B1","PRJNA269984","SAMN06856406","7","410",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002166565.1","Escherichia coli","41.5r","4.78862","0.84","0.55","B1","PRJNA269984","SAMN06856407","7","410",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002511645.1","Escherichia coli","MOD1-EC6289","5.09565","0.9","0.78","B1","PRJNA230969","SAMN05464518","-","2230",,,"MLST.Escherichia_coli_1.2230",,,"FDA/CFSAN","Illumina MiSeq","82.7x","CLC NGS Cell v. 8.5.1","sinus",,"Spain","26-May-87","Spain","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002534895.1","Escherichia coli","MOD1-EC5915","4.98588","0.97","0.88","B1","PRJNA230969","SAMN05452854","369","23","O13:H39",,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.369",,,"FDA/CFSAN","Illumina MiSeq","37.2x","SPAdes v. 3.8.2","water",,"United States","9/10/85","USA:AZ",,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002474525.1","Escherichia coli","MOD1-EC5757","4.99506","0.93","0.73","B1","PRJNA230969","SAMN06555253","7","2230","O3:H23",,"MLST.Escherichia_coli_1.2230,MLST.Escherichia_coli_2.7",,,"FDA/CFSAN","Illumina NextSeq 500","32.8x","SPAdes v. 3.8.2","ileum",,"United States","23-Aug-82","USA: SD","Pig, Sus scrofa",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001709145.1","Escherichia coli","019PP2015","4.84565","0.82","0.87","B1","PRJNA319144","SAMN05187188","7","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002918145.1","Escherichia coli","NAEC3","5.14496","0.89","0.74","B1","PRJNA345303","SAMN05892100","-","-",,,,,,"University of Hyderabad","Illumina MiSeq","52.8x","SPAdes v. 3.6.1","raw chicken meat",,"India","21-May-15","India: Mysore",,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_900195555.1","Escherichia coli","F1_1D","5.10185","0.86","0.84","B1","PRJEB21464","SAMEA104140445","7","23",,,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,,"Ausgem",,,,"Pig rectal swab",,,"2007",,"Pig, Sus scrofa",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002456515.1","Escherichia coli","MOD1-EC684","4.99359","0.93","0.71","B1","PRJNA230969","SAMN05591545","7","23","O75:K5:H-",,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,,"FDA/CFSAN","Illumina NextSeq 500","40.2x","SPAdes v. 3.8.2","blood",,"United States","1985","USA: WA","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001657505.1","Escherichia coli","009PP2015","5.12087","0.81","0.84","B1","PRJNA319144","SAMN04880557","738","6486",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002247465.1","Shigella sonnei","ECH+11","4.98159","0.91","0.85","B1","PRJNA389557","SAMN07450672","7","23",,,,,,"JCVI","Illumina NextSeq 500","155.6x","SPAdes v. 3.1.1","Healthy person",,"Thailand","11/20/14","Thailand: Lamphun","Human, Homo sapiens","healthy",,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002468115.1","Escherichia coli","MOD1-EC6913","4.85281","0.94","0.87","B1","PRJNA230969","SAMN04992279","708","6364","O78:H9",,"MLST.Escherichia_coli_1.6364,MLST.Escherichia_coli_2.708",,,"FDA/CFSAN","Illumina MiSeq","38.1x","SPAdes v. 3.8.2","feces",,"United States","19-Sep-97","USA: MI","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002517035.1","Escherichia coli","MOD1-EC5214","4.91296","0.96","0.83","B1","PRJNA230969","SAMN04279548","379","23",,,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.379",,,"FDA/CFSAN","Illumina NextSeq 500","80.9x","SPAdes v. 3.8.2","spleen",,"United States","1-Jan-75","USA: PA","Pig, Sus scrofa",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001621435.1","Escherichia coli","GN05274","5.04204","0.88","0.71","B1","PRJNA290784","SAMN04393274","7","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002307565.1","Escherichia coli","N60559","4.89879","0.93","0.81","B1","PRJNA221632","SAMN07624461","708","23",,,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.708",,,"FDA","Illumina MiSeq","48x","CLC de novo v. 9.5","Chicken breasts",,"United States","2015","USA:OR",,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001617225.1","Escherichia coli","sheep55","4.89264","0.85","0.69","B1","PRJNA307142","SAMN04376864","708","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002463155.1","Escherichia coli","MOD1-EC6250","4.9808699999999995","0.95","0.78","B1","PRJNA230969","SAMN04893477",,,"O78:H9",,"MLST.Escherichia_coli_1.23",,,"FDA/CFSAN","Illumina NextSeq 500","54x","SPAdes v. 3.8.2","lung",,"United States","9/9/86","USA: MT","Sheep, Ovis aries",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002518325.1","Escherichia coli","MOD1-EC5762","4.8326199999999995","0.92","0.77","B1","PRJNA230969","SAMN05468031","708","23","O2:H24",,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.708",,,"FDA/CFSAN","Illumina NextSeq 500","32.9x","SPAdes v. 3.8.2","skin",,"United States","28-Aug-82","USA: DE","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000687045.1","Escherichia coli 1-182-04_S1_C2","1-182-04_S1_C2","4.98233","0.91","0.82","B1","PRJNA233736","SAMN02687492","-","23",,,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,"-","IGS","Illumina","167.9x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000627855.1","Escherichia coli 1-182-04_S1_C1","1-182-04_S1_C1","5.11766","0.94","0.85","B1","PRJNA233708","SAMN02687517","7","23",,,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,"-","IGS","Illumina","143.38x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000627795.1","Escherichia coli 1-182-04_S1_C3","1-182-04_S1_C3","5.0442800000000005","0.89","0.85","B1","PRJNA233763","SAMN02680146","-","23",,,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,"-","IGS","Illumina","166.22x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001912185.1","Escherichia coli","202733","4.86768","0.94","0.75","B1","PRJNA287625","SAMN04420123","7","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001911175.1","Escherichia coli","402878","4.96875","0.83","0.74","B1","PRJNA287625","SAMN04420751","7","-",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001911305.1","Escherichia coli","403314","4.99851","0.92","0.77","B1","PRJNA287625","SAMN04421178","-","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_002458215.1","Escherichia coli","MOD1-EC1841","5.00914","0.92","0.67","B1","PRJNA230969","SAMN05605258","7","23",,,"MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,"29242221","FDA/CFSAN","Illumina NextSeq 500","29.0x","SPAdes v. 3.8.2","feces",,"Guinea-Bissau","1997","Guinea-Bissau","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_000166615.2","Escherichia coli TW14425","TW14425","5.2107","0.94","0.77","B1","PRJNA59751","SAMN02435972","7","23",,"ETEC","MLST.Escherichia_coli_1.23,MLST.Escherichia_coli_2.7",,"21078854","Institute for Genome Sciences","454 Titanium; Illumina GA IIx","83x","Mira v. 3.2.0",,,"Guinea-Bissau",,"Guinea-Bissau","Human, Homo sapiens",,"Diarrhea",,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001912305.1","Escherichia coli","102265","5.10289","0.88","0.73","B1","PRJNA287625","SAMN04420271","7","-",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
"GCA_001910905.1","Escherichia coli","204021","5.11903","0.83","0.73","B1","PRJNA287625","SAMN04421016","7","23",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, yjaA, arpA, trpAgpC","+, -, +, -","trpAgpC","C","C","C","B1","True","False","False","False","True","True"
